Date,Symbol,Open,High,Low,Close,Volume
2023-01-03 00:00:00-05:00,AAPL,127.99538262842435,128.6045053870652,121.99252821247748,122.87674713134766,112117500
2023-01-04 00:00:00-05:00,AAPL,124.66483917038782,126.40380440814197,122.88658197418445,124.14413452148438,89113600
2023-01-05 00:00:00-05:00,AAPL,124.90061292758642,125.52938912334946,122.57217865426507,122.8276138305664,80962700
2023-01-06 00:00:00-05:00,AAPL,123.80025946812165,128.0051956310965,122.69989736764362,127.3469467163086,87754700
2023-01-09 00:00:00-05:00,AAPL,128.18204084518473,131.07048653770673,127.6122100970975,127.86764526367188,70790800
2023-01-10 00:00:00-05:00,AAPL,127.97574077291436,128.95820466182693,125.87326865028986,128.4375,63896200
2023-01-11 00:00:00-05:00,AAPL,128.94838439618852,131.16874737067045,128.1722445262406,131.14910888671875,69458900
2023-01-12 00:00:00-05:00,AAPL,131.5322547782573,131.90558081812333,129.13504077259947,131.07049560546875,71379600
2023-01-13 00:00:00-05:00,AAPL,129.71471296505177,132.55403315564018,129.35120610397337,132.39683532714844,57809700
2023-01-17 00:00:00-05:00,AAPL,132.4655864864573,134.88243886666353,131.77786487384603,133.55612182617188,63646600
2023-01-18 00:00:00-05:00,AAPL,134.42069543585905,136.1792989256054,132.6620769549058,132.83892822265625,69672800
2023-01-19 00:00:00-05:00,AAPL,131.72869331411246,133.8606370744457,131.4241320613794,132.8978271484375,58280400
2023-01-20 00:00:00-05:00,AAPL,132.90769302903612,135.59964906296133,131.86628386729487,135.4522705078125,80223600
2023-01-23 00:00:00-05:00,AAPL,135.6978804326285,140.806703627411,135.4817372209474,138.6354522705078,81760300
2023-01-24 00:00:00-05:00,AAPL,137.84949253259393,140.64952034187644,137.83967329148908,140.0305633544922,66435100
2023-01-25 00:00:00-05:00,AAPL,138.41932337339787,139.93231102042415,136.37579688239575,139.372314453125,65799300
2023-01-26 00:00:00-05:00,AAPL,140.65933109437518,141.72039372676826,139.41159795380088,141.43548583984375,54105100
2023-01-27 00:00:00-05:00,AAPL,140.64948220797868,144.64810096985272,140.57088332682684,143.3708953857422,70555800
2023-01-30 00:00:00-05:00,AAPL,142.41796049282078,142.99761054282715,140.34496125408572,140.49232482910156,64015300
2023-01-31 00:00:00-05:00,AAPL,140.19757555057984,141.80881551729502,139.78494257033407,141.7596893310547,65874500
2023-02-01 00:00:00-05:00,AAPL,141.44532609516176,144.03903014040526,138.84180280794712,142.8797149658203,77663600
2023-02-02 00:00:00-05:00,AAPL,146.2888426135127,148.52885870656533,145.57164829200897,148.17518615722656,118339000
2023-02-03 00:00:00-05:00,AAPL,145.43406389124127,154.62010318230128,145.23757419868863,151.7906036376953,154357300
2023-02-06 00:00:00-05:00,AAPL,149.8945101165513,150.41521473457135,148.13589150827315,149.06922912597656,69858300
2023-02-07 00:00:00-05:00,AAPL,147.9983592694092,152.5078649107581,147.9983592694092,151.9380340576172,83322600
2023-02-08 00:00:00-05:00,AAPL,151.18154087876943,151.86926257026718,148.51905726950346,149.2559051513672,64120100
2023-02-09 00:00:00-05:00,AAPL,151.0832773681269,151.62363543992853,147.782198500911,148.22430419921875,56007100
2023-02-10 00:00:00-05:00,AAPL,147.0632318137508,148.9130734935689,146.8270751036462,148.58836364746094,57450700
2023-02-13 00:00:00-05:00,AAPL,148.52932389765635,151.7862414824205,148.49980618651492,151.38282775878906,62199000
2023-02-14 00:00:00-05:00,AAPL,149.68055772689488,151.3041068890254,148.4407688328002,150.7432403564453,61707600
2023-02-15 00:00:00-05:00,AAPL,150.6547253534473,153.00639866157246,150.42841784233283,152.83912658691406,65573800
2023-02-16 00:00:00-05:00,AAPL,151.04829713189807,153.82308261470098,150.890874314185,151.24510192871094,68167900
2023-02-17 00:00:00-05:00,AAPL,149.90687847207133,150.5464488832577,148.4309328947845,150.10366821289062,59144100
2023-02-21 00:00:00-05:00,AAPL,147.79137232815333,148.87373860585663,146.0300835825423,146.0989532470703,58867200
2023-02-22 00:00:00-05:00,AAPL,146.4826819914061,147.54536466728035,144.80011234851025,146.5220489501953,51011300
2023-02-23 00:00:00-05:00,AAPL,147.68314896878456,147.92913996180903,144.87886065676489,147.00421142578125,48394200
2023-02-24 00:00:00-05:00,AAPL,144.75090982195374,144.82962872471046,143.38320079150859,144.35733032226562,55469600
2023-02-27 00:00:00-05:00,AAPL,145.34131909727375,146.77789803104127,145.08547886576312,145.54794311523438,44998500
2023-02-28 00:00:00-05:00,AAPL,144.69188448050687,146.68932985809187,144.47541123636594,145.04611206054688,50547000
2023-03-01 00:00:00-05:00,AAPL,144.47542675230628,144.8690063216874,142.6846051791963,142.97979736328125,55479000
2023-03-02 00:00:00-05:00,AAPL,142.0646965175798,144.3573339453376,141.59238308918532,143.57015991210938,52238100
2023-03-03 00:00:00-05:00,AAPL,145.6660203114201,148.68679692265323,144.96741429678426,148.6080780029297,70732300
2023-03-06 00:00:00-05:00,AAPL,151.32377696340643,153.79353555974586,150.99908214162087,151.36314392089844,87558000
2023-03-07 00:00:00-05:00,AAPL,151.23529160150696,151.56000158289618,148.706511463927,149.16897583007812,56182000
2023-03-08 00:00:00-05:00,AAPL,150.35951315538156,151.00893289820618,149.39523278864294,150.41854858398438,47204800
2023-03-09 00:00:00-05:00,AAPL,151.097452526104,152.06173267895514,147.82085183856077,148.17507934570312,53833600
2023-03-10 00:00:00-05:00,AAPL,147.8011910673905,148.51948035027368,145.24287949222287,146.1186065673828,68572400
2023-03-13 00:00:00-04:00,AAPL,145.43970497520198,150.68423448355665,145.33146834316847,148.0570526123047,84457100
