Symbol,Total_Return,Annualized_Return,Volatility,Sharpe_Ratio,Days
AAPL,1.21635655597977,0.30657671817837273,0.25616201263131055,1.1968078913387645,750
AMZN,1.709508268540823,0.39781984371196466,0.3195394233022264,1.2449789124633275,750
GOOGL,2.548264934531926,0.5304015230585601,0.3029366969144036,1.7508658688796226,750
JPM,1.5772116270727121,0.3745053277164261,0.23090744257617066,1.6218850442331934,750
MSFT,1.0833755062883488,0.2796933058439459,0.23214395787758518,1.2048269892573926,750
NKE,-0.4566304936444331,-0.1853107079537375,0.3417880997935844,-0.5421801053508064,750
NVDA,12.11405776036417,1.3744315975148798,0.5025314850480093,2.73501589135967,750
TSLA,3.203792776043107,0.6201061724751695,0.600944746892116,1.031885503088512,750
